subset,class,label,filename,path
train,OK,0,NAPLES_BLACK_20260706_104033_195173_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104033_195173_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104204_354592_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104204_354592_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110804_823873_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110804_823873_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085112_792766_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085112_792766_OK.jpg
train,OK,0,AUG_OK_0167_from_NAPLES_BLACK_20260707_070300_983530_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0167_from_NAPLES_BLACK_20260707_070300_983530_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111556_082556_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111556_082556_OK.jpg
train,OK,0,NAPLES_BLACK_20260707_070135_361218_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260707_070135_361218_OK.jpg
train,OK,0,AUG_OK_0183_from_NAPLES_BLACK_20260706_105959_345929_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0183_from_NAPLES_BLACK_20260706_105959_345929_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095240_670569_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095240_670569_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104154_625914_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104154_625914_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_084847_167711_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_084847_167711_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111017_249561_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111017_249561_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_112347_496735_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_112347_496735_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105927_242585_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105927_242585_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095216_573745_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095216_573745_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104838_201022_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104838_201022_OK.jpg
train,OK,0,AUG_OK_0186_from_NAPLES_BLACK_20260706_085646_920312_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0186_from_NAPLES_BLACK_20260706_085646_920312_OK.jpg
train,OK,0,AUG_OK_0181_from_NAPLES_BLACK_20260706_105753_500880_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0181_from_NAPLES_BLACK_20260706_105753_500880_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_113037_306913_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_113037_306913_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110818_022207_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110818_022207_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_113055_746851_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_113055_746851_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085951_107909_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085951_107909_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095324_159254_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095324_159254_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111712_973453_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111712_973453_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085213_054442_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085213_054442_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104219_081717_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104219_081717_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095230_141619_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095230_141619_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085749_322859_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085749_322859_OK.jpg
train,OK,0,NAPLES_BLACK_20260707_070233_695063_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260707_070233_695063_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095336_687839_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095336_687839_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104910_930666_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104910_930666_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104717_290947_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104717_290947_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105905_979106_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105905_979106_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110044_213901_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110044_213901_OK.jpg
train,OK,0,AUG_OK_0200_from_NAPLES_BLACK_20260706_114921_838243_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0200_from_NAPLES_BLACK_20260706_114921_838243_OK.jpg
train,OK,0,AUG_OK_0185_from_NAPLES_BLACK_20260706_111921_354530_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0185_from_NAPLES_BLACK_20260706_111921_354530_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110020_079215_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110020_079215_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105036_376011_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105036_376011_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111931_596207_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111931_596207_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085927_884146_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085927_884146_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095313_769838_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095313_769838_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110845_914481_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110845_914481_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104134_682082_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104134_682082_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111005_972840_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111005_972840_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095050_287199_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095050_287199_OK.jpg
train,OK,0,AUG_OK_0194_from_NAPLES_BLACK_20260706_095120_406410_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0194_from_NAPLES_BLACK_20260706_095120_406410_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_114857_933264_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_114857_933264_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104803_030381_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104803_030381_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085709_670207_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085709_670207_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111921_354530_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111921_354530_OK.jpg
train,OK,0,AUG_OK_0171_from_NAPLES_BLACK_20260706_085749_322859_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0171_from_NAPLES_BLACK_20260706_085749_322859_OK.jpg
train,OK,0,AUG_OK_0196_from_NAPLES_BLACK_20260706_113037_306913_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0196_from_NAPLES_BLACK_20260706_113037_306913_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_114843_531537_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_114843_531537_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104124_017166_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104124_017166_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104113_730870_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104113_730870_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105844_422017_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105844_422017_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105045_676038_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105045_676038_OK.jpg
train,OK,0,NAPLES_BLACK_20260707_070312_105093_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260707_070312_105093_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105917_131487_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105917_131487_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_113045_117442_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_113045_117442_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104931_964484_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104931_964484_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_083741_007939_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_083741_007939_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085636_515232_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085636_515232_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111825_457378_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111825_457378_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105959_345929_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105959_345929_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110859_129304_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110859_129304_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105854_135498_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105854_135498_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105716_676227_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105716_676227_OK.jpg
train,OK,0,AUG_OK_0188_from_NAPLES_BLACK_20260706_095109_387819_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0188_from_NAPLES_BLACK_20260706_095109_387819_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095251_421135_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095251_421135_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095204_792710_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095204_792710_OK.jpg
train,OK,0,AUG_OK_0176_from_NAPLES_BLACK_20260706_104113_730870_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0176_from_NAPLES_BLACK_20260706_104113_730870_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095302_262153_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095302_262153_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111652_298565_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111652_298565_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104921_674367_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104921_674367_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_101940_422573_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_101940_422573_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_094930_934523_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_094930_934523_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085737_535799_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085737_535799_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_103928_990108_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_103928_990108_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104022_279953_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104022_279953_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085046_846115_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085046_846115_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104012_345519_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104012_345519_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104849_562497_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104849_562497_OK.jpg
train,OK,0,NAPLES_BLACK_20260707_070323_953721_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260707_070323_953721_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111028_580784_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111028_580784_OK.jpg
train,OK,0,AUG_OK_0192_from_NAPLES_BLACK_20260706_104727_219992_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0192_from_NAPLES_BLACK_20260706_104727_219992_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_113127_429577_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_113127_429577_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110837_742810_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110837_742810_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095109_387819_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095109_387819_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085833_398774_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085833_398774_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110935_837359_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110935_837359_OK.jpg
train,OK,0,AUG_OK_0184_from_NAPLES_BLACK_20260706_104931_964484_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0184_from_NAPLES_BLACK_20260706_104931_964484_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085646_920312_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085646_920312_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_103951_708263_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_103951_708263_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095120_406410_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095120_406410_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_110032_847040_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_110032_847040_OK.jpg
train,OK,0,AUG_OK_0187_from_NAPLES_BLACK_20260706_111046_976697_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0187_from_NAPLES_BLACK_20260706_111046_976697_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104044_560656_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104044_560656_OK.jpg
train,OK,0,AUG_OK_0198_from_NAPLES_BLACK_20260706_095336_687839_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0198_from_NAPLES_BLACK_20260706_095336_687839_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_105949_012342_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_105949_012342_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104903_583837_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104903_583837_OK.jpg
train,OK,0,AUG_OK_0178_from_NAPLES_BLACK_20260706_095324_159254_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0178_from_NAPLES_BLACK_20260706_095324_159254_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_094918_113215_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_094918_113215_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_101930_986725_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_101930_986725_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_103940_176996_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_103940_176996_OK.jpg
train,OK,0,AUG_OK_0191_from_NAPLES_BLACK_20260706_085709_670207_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\AUG_OK_0191_from_NAPLES_BLACK_20260706_085709_670207_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_104103_643410_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_104103_643410_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_114829_005265_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_114829_005265_OK.jpg
train,OK,0,NAPLES_BLACK_20260707_070013_264219_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260707_070013_264219_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_095344_113354_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_095344_113354_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_114804_132241_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_114804_132241_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_085004_382165_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_085004_382165_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_111811_825013_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_111811_825013_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_101921_419887_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_101921_419887_OK.jpg
train,OK,0,NAPLES_BLACK_20260706_114909_365679_OK.jpg,C:\SVC_INSPECAO_USB_GIT\datasets\NAPLES_BLACK_AUG200\OK\NAPLES_BLACK_20260706_114909_365679_OK.jpg
